0.000000000000000000e+00,3.000000000000000000e+00,9.350000000000000533e-01
1.010101010101010083e-01,3.000000000000000000e+00,9.350329291255563557e-01
2.020202020202020166e-01,3.000000000000000000e+00,9.350598968362686669e-01
3.030303030303030387e-01,3.000000000000000000e+00,9.350780005347589796e-01
4.040404040404040331e-01,3.000000000000000000e+00,9.350906111653042307e-01
5.050505050505050830e-01,3.000000000000000000e+00,9.351000942900749013e-01
6.060606060606060774e-01,3.000000000000000000e+00,9.351077631201840656e-01
7.070707070707070718e-01,3.000000000000000000e+00,9.351143302643648569e-01
8.080808080808080662e-01,3.000000000000000000e+00,9.351201920344822671e-01
9.090909090909090606e-01,3.000000000000000000e+00,9.351255750281789458e-01
1.010101010101010166e+00,3.000000000000000000e+00,9.351306008715566387e-01
1.111111111111111160e+00,3.000000000000000000e+00,9.351353391467214227e-01
1.212121212121212155e+00,3.000000000000000000e+00,9.351398285744014771e-01
1.313131313131313149e+00,3.000000000000000000e+00,9.351440911359242270e-01
1.414141414141414144e+00,3.000000000000000000e+00,9.351481411601991756e-01
1.515151515151515138e+00,3.000000000000000000e+00,9.351519878716750833e-01
1.616161616161616132e+00,3.000000000000000000e+00,9.351556407403053273e-01
1.717171717171717127e+00,3.000000000000000000e+00,9.351591075042935408e-01
1.818181818181818121e+00,3.000000000000000000e+00,9.351623983909101989e-01
1.919191919191919116e+00,3.000000000000000000e+00,9.351655215456888826e-01
2.020202020202020332e+00,3.000000000000000000e+00,9.351684886964516386e-01
2.121212121212121104e+00,3.000000000000000000e+00,9.351713080049718352e-01
2.222222222222222321e+00,3.000000000000000000e+00,9.351739920891550817e-01
2.323232323232323093e+00,3.000000000000000000e+00,9.351765484916394477e-01
2.424242424242424310e+00,3.000000000000000000e+00,9.351789898950993996e-01
2.525252525252525082e+00,3.000000000000000000e+00,9.351813228132751510e-01
2.626262626262626299e+00,3.000000000000000000e+00,9.351835593589542528e-01
2.727272727272727071e+00,3.000000000000000000e+00,9.351857048589065080e-01
2.828282828282828287e+00,3.000000000000000000e+00,9.351877689868677290e-01
2.929292929292929060e+00,3.000000000000000000e+00,9.351897590316656794e-01
3.030303030303030276e+00,3.000000000000000000e+00,9.351916817873585641e-01
3.131313131313131048e+00,3.000000000000000000e+00,9.351935434791851520e-01
3.232323232323232265e+00,3.000000000000000000e+00,9.351953498190825886e-01
3.333333333333333481e+00,3.000000000000000000e+00,9.351971059720108892e-01
3.434343434343434254e+00,3.000000000000000000e+00,9.351988166299728400e-01
3.535353535353535470e+00,3.000000000000000000e+00,9.352004860198099845e-01
3.636363636363636243e+00,3.000000000000000000e+00,9.352021179520506600e-01
3.737373737373737459e+00,3.000000000000000000e+00,9.352037158437943587e-01
3.838383838383838231e+00,3.000000000000000000e+00,9.352052827574868221e-01
3.939393939393939448e+00,3.000000000000000000e+00,9.352068214279332103e-01
4.040404040404040664e+00,3.000000000000000000e+00,9.352083342946273525e-01
4.141414141414140992e+00,3.000000000000000000e+00,9.352098235279736604e-01
4.242424242424242209e+00,3.000000000000000000e+00,9.352112910565251180e-01
4.343434343434343425e+00,3.000000000000000000e+00,9.352127385904583923e-01
4.444444444444444642e+00,3.000000000000000000e+00,9.352141676444383211e-01
4.545454545454544970e+00,3.000000000000000000e+00,9.352155795577321573e-01
4.646464646464646187e+00,3.000000000000000000e+00,9.352169755131897189e-01
4.747474747474747403e+00,3.000000000000000000e+00,9.352183565540855836e-01
4.848484848484848619e+00,3.000000000000000000e+00,9.352197235996596580e-01
4.949494949494949836e+00,3.000000000000000000e+00,9.352210774589864162e-01
5.050505050505050164e+00,3.000000000000000000e+00,9.352224188435626084e-01
5.151515151515151381e+00,3.000000000000000000e+00,9.352237483785738048e-01
5.252525252525252597e+00,3.000000000000000000e+00,9.352250666130088597e-01
5.353535353535353813e+00,3.000000000000000000e+00,9.352263740286982374e-01
5.454545454545454142e+00,3.000000000000000000e+00,9.352276710483867772e-01
5.555555555555555358e+00,3.000000000000000000e+00,9.352289580429203886e-01
5.656565656565656575e+00,3.000000000000000000e+00,9.352302353376357180e-01
5.757575757575757791e+00,3.000000000000000000e+00,9.352315032180332777e-01
5.858585858585858119e+00,3.000000000000000000e+00,9.352327619348010934e-01
5.959595959595959336e+00,3.000000000000000000e+00,9.352340117082640347e-01
6.060606060606060552e+00,3.000000000000000000e+00,9.352352527323056774e-01
6.161616161616161769e+00,3.000000000000000000e+00,9.352364851787040578e-01
6.262626262626262097e+00,3.000000000000000000e+00,9.352377091958011812e-01
6.363636363636363313e+00,3.000000000000000000e+00,9.352389249218531209e-01
6.464646464646464530e+00,3.000000000000000000e+00,9.352401324709016528e-01
6.565656565656565746e+00,3.000000000000000000e+00,9.352413319510024525e-01
6.666666666666666963e+00,3.000000000000000000e+00,9.352425234571918322e-01
6.767676767676767291e+00,3.000000000000000000e+00,9.352437070748718106e-01
6.868686868686868507e+00,3.000000000000000000e+00,9.352448828817052640e-01
6.969696969696969724e+00,3.000000000000000000e+00,9.352460509478442985e-01
7.070707070707070940e+00,3.000000000000000000e+00,9.352472113389010966e-01
7.171717171717171269e+00,3.000000000000000000e+00,9.352483641132132153e-01
7.272727272727272485e+00,3.000000000000000000e+00,9.352495093286080641e-01
7.373737373737373701e+00,3.000000000000000000e+00,9.352506470347201617e-01
7.474747474747474918e+00,3.000000000000000000e+00,9.352517772820626574e-01
7.575757575757575246e+00,3.000000000000000000e+00,9.352529001170268863e-01
7.676767676767676463e+00,3.000000000000000000e+00,9.352540155858579674e-01
7.777777777777777679e+00,3.000000000000000000e+00,9.352551237294011166e-01
7.878787878787878896e+00,3.000000000000000000e+00,9.352562245921915984e-01
7.979797979797979224e+00,3.000000000000000000e+00,9.352573182127239537e-01
8.080808080808081328e+00,3.000000000000000000e+00,9.352584046322759415e-01
8.181818181818181657e+00,3.000000000000000000e+00,9.352586210556050883e-01
8.282828282828281985e+00,3.000000000000000000e+00,9.352588371928152178e-01
8.383838383838384090e+00,3.000000000000000000e+00,9.352590530442262962e-01
8.484848484848484418e+00,3.000000000000000000e+00,9.352592686101537378e-01
8.585858585858586522e+00,3.000000000000000000e+00,9.352594838909066288e-01
8.686868686868686851e+00,3.000000000000000000e+00,9.352596988867828420e-01
8.787878787878787179e+00,3.000000000000000000e+00,9.352599135980843581e-01
8.888888888888889284e+00,3.000000000000000000e+00,9.352601280251118254e-01
8.989898989898989612e+00,3.000000000000000000e+00,9.352603421681670026e-01
9.090909090909089940e+00,3.000000000000000000e+00,9.352605560275545349e-01
9.191919191919192045e+00,3.000000000000000000e+00,9.352607696035837304e-01
